skill,0111100111
knowledge,0111101001
staff,0111101011
training,0111111101
amount,0111111111
meeting,1000000000
standard,1000000010
section,1000001000
loss,1000001001
glass,1000001100
television,1000001101
box,1000001110
character,1000010001
tv,1000010100
strategy,1000011010
bill,1000011100
sister,1000101111
crime,1001000100
lawyer,1001001000
sex,1001001010
environment,1001100000
message,1001100110
leg,1001101000
feeling,1001101010
executive,1001101100
authority,1001101101
gun,1001101110
operation,1001101111
example,1001110010
democrat,1001111010
professor,1010000011
stage,1010001010
station,1010001101
manager,1010001111
science,1010011101
theory,1010100010
song,1010100111
truth,1010101011
network,1010101101
management,1010101110
cell,1010110100
firm,1010111000
trial,1010111110
expert,1011001011
impact,1011001110
structure,1011010001
card,1011010101
memory,1011010111
ball,1011011001
chair,1011011111
candidate,1011110000
weapon,1011110100
radio,1011110101
statement,1100000001
shoulder,1100000100
employee,1100000110
method,1100010011
peace,1100100111
institution,1100110101
production,1100111001
weight,1101000000
bit,1101000001
politics,1101010010
participant,1101100110
pain,1101101000
direction,1101101011
camera,1101110100
unit,1101110110
edge,1101111101
style,1101111111
evening,1110000100
finger,1110000101
adult,1110001110
conference,1110010110
mrs,1110011011
trip,1110100100
pattern,1110100101
item,1110101001
mouth,1110101100
purpose,1110101111
property,1110110010
bag,1110110011
skin,1110111100
bar,1110111101
writer,1111000001
hotel,1111000010
discussion,1111000011
soldier,1111000101
sea,1111000111
owner,1111001010
cancer,1111001100
surface,1111001101
kitchen,1111001111
painting,1111010010
yard,1111010011
task,1111010111
magazine,1111011000
budget,1111011010
investment,1111100011
garden,1111100100
detail,1111100111
marriage,1111111100
violence,1111111101
collection,1111111111
machine,00000000001
reality,00000000010
generation,00000000100
agent,00000001001
gas,00000001011
agreement,00000010101
consumer,00000010110
attorney,00000101001
scientist,00000110011
partner,00000111011
newspaper,00000111100
shot,00000111101
capital,00001000000
dinner,00001001001
responsibility,00001001011
threat,00001001111
relation,00001010001
victim,00001010100
senate,00001010110
majority,00001011000
citizen,00001101000
audience,00001110001
reform,00001111000
troop,00001111011
customer,00001111100
concept,00001111111
restaurant,00010000001
species,00010001000
speech,00010010110
corner,00010010111
attitude,00010011100
option,00010011101
forest,00010011110
video,00010100110
mission,00010100111
sky,00010101000
income,00010110001
bird,00010110011
researcher,00010111010
conflict,00010111011
neighborhood,00011000100
opinion,00011001000
version,00011001100
labor,00011001101
scale,00011010000
variety,00011010011
safety,00011010110
freedom,00011010111
client,00011011110
plane,00011100011
investigation,00011100101
status,00011111000
argument,00100000101
weekend,00100001011
afternoon,00100010001
element,00100011000
conversation,00100011001
university,00100011100
spirit,00100011110
insurance,00100011111
crisis,00100100000
fan,00100100001
brain,00100100011
camp,00100110000
sun,00100110100
stone,00100111000
possibility,00100111011
sample,00100111101
vision,00101000000
text,00101000010
hole,00101000011
department,00101000110
sales,00101001000
tradition,00101001010
boat,00101001110
solution,00101010010
beginning,00101100000
resident,00101100001
wood,00101101000
ice,00101101101
driver,00101110111
ms,00101111000
communication,00101111011
truck,00101111101
reader,00110000110
distance,00110001000
district,00110001110
mountain,00110001111
understanding,00110010000
winter,00110100010
identity,00110101000
apartment,00110101011
horse,00110101111
contract,00110110001
club,00110110100
village,00110110111
gold,00110111000
presence,00110111110
reporter,00111001101
basis,00111001111
farm,00111011011
tool,00111011100
prison,00111011101
facility,00111101000
leadership,00111101101
principle,00111110000
technique,00111111100
strength,00111111110
band,00111111111
ear,01000000111
flight,01000001010
aspect,01000010110
vehicle,01000110000
advantage,01000110110
protection,01000111010
guest,01000111011
title,01001000001
context,01001000111
procedure,01001001011
learning,01001011011
river,01001011100
belief,01001011110
competition,01001100101
faith,01001111000
folk,01001111001
border,01001111010
lesson,01001111100
chairman,01001111101
baseball,01001111110
path,01010010011
coffee,01010010101
perspective,01010010110
finding,01010011010
critic,01010011011
failure,01010100000
religion,01010100001
christmas,01010101110
equipment,01010110000
egg,01011000000
voter,01011001001
youth,01011001010
editor,01011001100
intelligence,01011011011
classroom,01011011100
affair,01011100110
hell,01011101111
category,01011110011
grade,01011110101
quarter,01100010011
construction,01100010100
gift,01100010111
clothes,01100011000
internet,01100011010
shoe,01100100000
background,01100100001
reaction,01100111000
committee,01101000100
wine,01101000101
connection,01101001001
location,01101010100
victory,01101010110
assessment,01101011001
bone,01101011011
literature,01101011101
mistake,01101100100
democracy,01101110001
knee,01101110111
bus,01101111100
tour,01101111111
application,01110000110
tape,01110000111
neck,01110001001
flower,01110100100
medicine,01110101001
neighbor,01110101011
photo,01110101100
lady,01110111010
justice,01110111011
pair,01111000110
football,01111001010
lip,01111001011
instruction,01111010001
writing,01111111100
importance,10000000010
device,10000000110
actor,10000010110
studio,10000100100
expression,10000100101
salt,10000100111
breath,10000101101
bottom,10000101111
progress,10000110000
plate,10000110010
plastic,10000110011
birth,10000110111
chicken,10000111011
theater,10000111101
teaching,10000111111
colleague,10001000000
island,10001001000
sugar,10001001001
jury,10010000001
meaning,10010000010
leaf,10010000100
session,10010000110
poll,10010000111
software,10010001100
injury,10010001101
fuel,10010001110
army,10010001111
reading,10010010011
ticket,10010010111
athlete,10011000011
instrument,10011000101
map,10011010111
engine,10011100001
pocket,10011100011
planet,10011100110
desk,10011110010
mom,10011110011
pool,10011111100
metal,10011111111
consequence,10100000100
danger,10100010001
lunch,10100010010
minority,10100010111
commitment,10100011001
temperature,10100011101
thanks,10100101001
conclusion,10100101100
farmer,10100101110
sight,10100110111
variable,10100111001
proposal,10101000000
shadow,10101000010
works,10101001001
outcome,10101001010
soul,10101001011
county,10101010000
analyst,10101010001
enemy,10101010100
weather,10101011000
storm,10101011001
panel,10101011111
chest,10101100001
theme,10101100010
regulation,10101100100
e-mail,10101100101
revenue,10101100110
investor,10101101010
fruit,10101101100
novel,10101101101
union,10101101110
breast,10101110010
loan,10101111000
difficulty,10101111011
gender,10110000001
component,10110001010
half,10110001110
code,10110010000
setting,10110010010
advice,10110010100
nose,10110011000
muscle,10110011001
trend,10110011110
content,10110101000
notion,10110101100
profit,10110110001
extent,10110110101
museum,10110110110
being,10110111000
package,10110111100
thinking,10110111101
contrast,10111101100
bottle,10111101101
hearing,10111101111
meal,10111111100
bridge,10111111110
visitor,10111111111
shirt,11000000000
earth,11000001111
cash,11000100101
traffic,11000110010
crew,11000110110
silence,11001001001
appearance,11001001100
cat,11001100000
capacity,11001100011
regime,11001101000
perception,11001101100
ad,11001101101
beauty,11001101110
intervention,11001110001
snow,11001110100
golf,11001110101
accident,11001110111
basketball,11010001000
soil,11010001011
contribution,11010100000
airport,11010100010
governor,11010101010
emergency,11010101011
sheet,11010101100
percentage,11010101110
user,11011001111
estate,11011010010
bowl,11011010011
topic,11011010101
tooth,11011101111
zone,11011111001
rating,11100001101
bedroom,11100011000
politician,11100011010
requirement,11100011011
circumstance,11100101111
meat,11100111000
fee,11100111001
hall,11100111011
pepper,11101000110
duty,11101000111
pilot,11101010000
landscape,11101010100
dad,11101010101
surgery,11101010111
faculty,11101011010
mirror,11101011100
combination,11101100001
manner,11101100011
bond,11101111111
opposition,11110000000
division,11110001001
league,11110001100
chain,11110011100
producer,11110011101
motion,11110100001
branch,11110100011
length,11110101100
characteristic,11110101101
expectation,11110110010
welfare,11110110110
reference,11110111000
coverage,11110111001
row,11110111010
debt,11111000000
relief,11111000010
ocean,11111000101
nurse,11111001011
aids,11111001101
vegetable,11111100000
beer,11111100010
judgment,11111100100
telephone,11111100101
winner,11111111101
cloud,000000000000
era,000000000001
curriculum,000000000110
tank,000000001010
minister,000000001011
interaction,000000010000
sector,000000010101
pleasure,000000101000
seed,000000101001
wing,000000101110
achievement,000001010000
volume,000001010001
improvement,000001011000
confidence,000001011010
abortion,000001011011
resolution,000001011100
dish,000001011111
master,000001100100
core,000010010101
fashion,000010100001
beach,000010100101
household,000010100110
cream,000010100111
experiment,000010101010
hero,000010110010
route,000010110100
holiday,000010110101
wheel,000010110110
cable,000011001100
hat,000011010010
grass,000011100000
hill,000011100001
fishing,000011100101
opening,000011100111
noise,000011110100
gate,000011111011
engineer,000011111100
tone,000100000001
legislation,000100000101
secretary,000100000111
jew,000100010011
incident,000100011001
milk,000100101000
association,000100101010
sir,000100110001
explanation,000100110011
physician,000100111110
immigrant,000101001011
campus,000101011000
observation,000101011010
definition,000101011011
scholar,000101100000
talent,000101100100
cheese,000101101000
height,000101101001
assistance,000101101010
bike,000110001101
prosecutor,000110010010
alternative,000110011101
climate,000110011110
participation,000110011111
airline,000110100011
sentence,000110100100
cigarette,000110100101
criticism,000110110110
asset,000110111110
depression,000110111111
creation,000111000100
diet,000111001000
passenger,000111001001
personality,000111001100
journalist,000111001111
column,000111100001
comparison,000111100010
self,000111110011
selection,001000001000
payment,001000001001
bread,001000010101
universe,001000100001
priority,001000100101
roof,001000110101
lab,001000111010
agenda,001001000100
initiative,001001000101
planning,001001010100
description,001001010101
housing,001001010111
tea,001001011000
therapy,001001011011
library,001001101010
prayer,001001101011
funding,001001101101
expense,001001101110
childhood,001001101111
layer,001001110011
factory,001001110101
cop,001001111000
gap,001001111001
evaluation,001001111100
warning,001001111101
settlement,001001111111
chip,001010000010
emotion,001010010011
transition,001010010110
phase,001010011110
coat,001010100110
championship,001010100111
steel,001010101001
error,001010101010
exposure,001010101011
existence,001010101101
saving,001011000100
substance,001011000110
sauce,001011000111
symptom,001011010010
alcohol,001011010011
album,001011011000
reduction,001011011001
lake,001011101001
territory,001011101010
wedding,001011101100
tablespoon,001011110010
opponent,001011110011
knife,001011110101
cycle,001011111000
teaspoon,001011111001
philosophy,001100000100
manufacturer,001100000101
coalition,001100000111
passage,001100001110
jacket,001100010010
resistance,001100010011
discipline,001100010100
negotiation,001100010101
portion,001100010110
sand,001100100010
desert,001100110000
involvement,001100110001
tension,001101000110
interpretation,001101000111
potato,001101010011
dust,001101100000
educator,001101100101
pot,001101100111
stream,001101101010
juice,001101101011
gene,001101101100
discovery,001101110010
sale,001101110011
emphasis,001101111001
atmosphere,001101111110
foundation,001110001000
marketing,001110001010
independence,001110001011
investigator,001110011000
distribution,001110011001
missile,001110110100
suicide,001110110101
objective,001111001001
respondent,001111001011
enforcement,001111010010
iron,001111010011
boot,001111011001
deficit,001111011101
tale,001111011111
bean,001111100010
parking,001111110000
dimension,001111110001
spending,001111110010
poverty,001111111011
priest,010000000000
tomato,010000000010
mixture,010000000011
engineering,010000001000
creature,010000001001
employer,010000001010
occasion,010000001101
implication,010000010000
butter,010000010010
disorder,010000010011
illness,010000101110
bathroom,010000101111
disaster,010001100101
throat,010001100110
cap,010001101110
gentleman,010001111001
entry,010001111010
passion,010001111011
entertainment,010010000000
twin,010010000001
symbol,010010000101
boss,010010000110
maker,010010000111
complaint,010010010100
immigration,010010010101
prospect,010010100001
transportation,010010100010
habit,010010100011
convention,010010110000
peak,010010110001
king,010010110100
commander,010010111011
arrangement,010010111111
breakfast,010011001000
commission,010011001101
veteran,010011001110
wire,010011110111
recognition,010100001001
anger,010100001011
mood,010100100001
mystery,010100100010
designer,010100100011
disability,010100100100
luck,010100100101
criteria,010100101001
pan,010100101111
exception,010100110010
personnel,010101000100
anxiety,010101000110
phenomenon,010101000111
administrator,010101010001
consideration,010101010011
publication,010101011000
protein,010101011001
silver,010101011011
ally,010101011110
clinic,010101011111
exhibition,010101101100
supporter,010101101101
retirement,010101101110
moon,010101101111
ceo,010110000010
tower,010110001000
toy,010110001001
prisoner,010110001011
mayor,010110001101
tourist,010110001111
salary,010110010001
diversity,010110010111
stomach,010110011101
recipe,010110011110
belt,010110011111
observer,010110110010
terrorism,010110110011
essay,010110110100
onion,010110111010
birthday,010110111011
corn,010110111101
crop,010110111110
testing,010110111111
recovery,010111001110
poem,010111001111
buck,010111010001
reputation,010111010010
employment,010111010011
grandmother,010111011000
flag,010111011011
origin,010111011100
consultant,010111011101
teenager,010111100101
fiber,010111101000
journey,010111101001
absence,011000100100
preparation,011000101010
enterprise,011000101100
coast,011000110010
viewer,011000110110
historian,011001010010
assumption,011001010011
cheek,011001101001
ingredient,011001110011
drawing,011001110100
tube,011001110101
cake,011010001100
jail,011010001110
darkness,011010011000
concert,011010011001
provision,011010011010
intention,011010101110
utility,011010110100
suggestion,011010110101
brand,011011000000
specialist,011011001010
wage,011011100000
mail,011011100001
refugee,011011100100
dealer,011011100101
channel,011011101100
deputy,011011101101
shell,011011110100
mechanism,011011110110
depth,011011111010
pace,011011111101
speaker,011100000000
wealth,011100000001
gear,011100000011
hip,011100010001
cooperation,011100010110
approval,011101001011
barrier,011101010000
telescope,011101010001
index,011101010100
impression,011101010101
activist,011101011010
spokesman,011101111100
tournament,011101111110
chocolate,011101111111
testimony,011110000000
ceiling,011110000010
teen,011110000100
gang,011110000101
lawsuit,011110000110
highway,011110000111
killer,011110001111
corporation,011110011010
stake,011110011011
advertising,011110100000
routine,011110101001
phrase,011110101011
button,011111110000
furniture,100000000111
heaven,100000001110
pant,100000001111
satellite,100000101001
vacation,100000101011
bell,100000101111
infection,100000111110
clock,100000111111
drama,100001000000
fence,100001000010
resort,100001000011
destruction,100001001101
terror,100001010110
tissue,100001010111
portrait,100001011000
survival,100001011001
elite,100001011100
penalty,100001100010
stranger,100001101101
champion,100001110100
satisfaction,100001110101
bunch,100001111001
dispute,100001111100
apple,100010000011
stair,100010000100
counselor,100010000101
cousin,100010000111
concentration,100010010101
adviser,100010100000
mode,100010100001
virus,100010100010
incentive,100010100100
salad,100010100101
hunting,100010100110
senator,100010101000
profile,100010101001
statistics,100010101010
boundary,100010101011
clothing,100010101101
dirt,100010101111
representation,100010111000
burden,100010111010
expansion,100010111011
chamber,100100000110
awareness,100100001010
correspondent,100100010100
string,100100010111
shopping,100100100101
electricity,100100101100
rice,100110000100
ceremony,100110001001
port,100110001110
reflection,100110011100
slave,100110100100
chart,100110100101
journal,100110100110
cabinet,100110100111
deck,100110101101
recommendation,100111000001
fortune,100111000100
revolution,100111000101
scenario,100111100011
framework,100111101110
dialogue,100111101111
bullet,100111110000
fiction,100111110001
treaty,100111110100
emission,100111110101
offense,100111110110
tongue,100111110111
bench,100111111011
deer,100111111100
ski,100111111101
shooting,101000001011
aircraft,101000100111
insight,101000101100
dna,101000110000
founder,101000111000
craft,101001010000
bible,101001010001
significance,101001010110
lover,101001011011
introduction,101001011111
profession,101001101001
oven,101001101010
garlic,101001101100
pole,101001101101
variation,101010000011
pollution,101010000110
distinction,101010001101
presentation,101010001111
establishment,101010011000
earnings,101010100100
delivery,101010100101
psychology,101010100111
lifetime,101010101011
frequency,101010111100
singer,101010111101
worth,101011000111
platform,101011010110
mask,101011011110
joy,101011100110
galaxy,101011110010
leather,101011110011
violation,101011110100
headquarters,101011110101
entrance,101011111101
fault,101011111110
partnership,101011111111
pride,101100000000
funeral,101100000100
pc,101100000110
episode,101100000111
evolution,101100010000
controversy,101100010010
shit,101100010011
assault,101100010111
tragedy,101100011000
limitation,101100011001
adventure,101100011011
palm,101100011110
honey,101100100010
grandfather,101100100011
composition,101100110100
narrative,101100110101
buyer,101100110110
license,101100110111
vessel,101101000000
imagination,101101000011
capability,101101010010
stability,101101010011
porch,101101011010
storage,101101011011
shelter,101101100000
instance,101101100001
tribe,101101101110
segment,101101101111
dining,101101110011
poet,101101110100
hunter,101101110101
preference,101101110110
lawn,101111000101
carbon,101111000111
proof,101111011101
celebrity,101111111011
shelf,110000000010
gesture,110000000011
examination,110000010100
psychologist,110000010110
council,110000010111
shade,110000011101
comfort,110001001000
poetry,110001001001
tail,110001100001
tendency,110001100110
cholesterol,110001100111
economist,110001101010
orientation,110001101111
tobacco,110010010001
musician,110010010100
efficiency,110010010101
chapter,110010010110
soup,110010011010
adolescent,110010011011
motivation,110011000010
wisdom,110011000011
discourse,110011000100
formation,110011010010
obligation,110011010011
proportion,110011011111
fate,110011100000
plot,110011101101
bombing,110100010100
ratio,110100010101
angle,110101000010
fantasy,110101000110
pipe,110101001100
math,110101001101
scheme,110101001110
custom,110101010010
scandal,110101010011
blade,110101011010
admission,110110011101
aide,110110101000
fabric,110110110000
survivor,110110110001
adjustment,110110110100
fighter,110110110101
scholarship,110110110110
guideline,110111010100
heel,110111010110
publisher,110111010111
membership,110111011100
meter,110111110001
menu,110111111000
glove,110111111011
reservation,111000011000
celebration,111000011001
infant,111000011100
rifle,111000011101
provider,111000011111
uniform,111000110010
mall,111000110011
measurement,111000111100
maintenance,111000111101
sanction,111000111111
consumption,111001011100
myth,111001011101
explosion,111001101010
flavor,111001101011
chef,111001110100
friendship,111001110101
scope,111010001000
taxpayer,111010001010
tent,111010001011
lemon,111010100010
sequence,111010110110
trick,111010110111
cow,111010111011
mortgage,111011000000
quarterback,111011000001
auto,111011000101
contest,111011011000
appointment,111011011001
punishment,111011011010
helicopter,111011011011
tennis,111011011100
motor,111011011110
laboratory,111011011111
privacy,111011111000
cabin,111011111001
barrel,111011111010
nerve,111011111100
restriction,111011111101
workshop,111100000010
instructor,111100000011
lifestyle,111100010000
stroke,111100010001
hypothesis,111100011010
assignment,111100011011
discrimination,111100101100
flesh,111100101101
horizon,111100101110
conviction,111100101111
girlfriend,111101000000
pine,111101000001
manufacturing,111101000100
cluster,111101000101
battery,111101100110
identification,111101100111
medication,111101101110
acid,111101101111
economics,111101110110
consciousness,111101110111
inflation,111110000010
photographer,111110000011
handful,111110000110
cotton,111110000111
demonstration,111110001000
flame,111110001001
valley,111110010100
nomination,111110010101
god,111110011000
standing,111110011001
jet,111111000010
extension,111111000011
heritage,111111000110
habitat,111111000111
humor,111111001100
powder,111111001101
edition,111111001110
summit,111111001111
shower,111111111000
nut,111111111001
comedy,0000000001110
correlation,0000000001111
garage,0000000100010
ghost,0000000100011
ethics,0000000101000
transformation,0000000101001
grain,0000001011110
province,0000001011111
operating,0000010110010
cookie,0000010110011
legacy,0000010111010
boom,0000010111011
serving,0000010111100
mouse,0000010111101
actress,0000011001010
invasion,0000011001011
cooking,0000011101000
counsel,0000011101001
blanket,0000011101010
competitor,0000011101011
norm,0000100000100
uncle,0000100000101
operator,0000100000110
basket,0000100000111
counseling,0000100100000
arrival,0000100100001
rope,0000100100010
permission,0000100100011
implementation,0000100101000
venture,0000100101001
fighting,0000100111000
headline,0000100111001
fitness,0000100111010
lap,0000100111011
carrier,0000101000000
consensus,0000101000001
intensity,0000101001000
defendant,0000101001001
ballot,0000101010110
soccer,0000101010111
couch,0000101011100
lung,0000101011101
shore,0000101011110
physics,0000101011111
prescription,0000101100110
patch,0000101100111
painter,0000101101110
inquiry,0000101101111
questionnaire,0000110011010
pet,0000110011011
occupation,0000110011100
virtue,0000110011101
killing,0000110011110
flour,0000110011111
odds,0000110100110
captain,0000110100111
brick,0000111001000
charity,0000111001001
sin,0000111001100
toe,0000111001101
tunnel,0000111100100
laughter,0000111100101
pie,0000111100110
grocery,0000111100111
export,0000111101010
rhythm,0000111101011
frustration,0000111110100
margin,0000111110101
tactic,0000111111010
medal,0000111111011
rose,0001000000000
miracle,0001000000001
architect,0001000001000
piano,0001000001001
formula,0001000001100
gallery,0001000001101
container,0001000100100
sake,0001000100101
alliance,0001000110000
pregnancy,0001000110001
prosecution,0001000110100
coal,0001000110101
script,0001000110110
makeup,0001000110111
effectiveness,0001001010010
ritual,0001001010011
receiver,0001001010110
horror,0001001010111
acceptance,0001001100000
grave,0001001100001
recording,0001001100100
salmon,0001001100101
jeans,0001001111110
integration,0001001111111
corridor,0001010010000
pitcher,0001010010001
rail,0001010010010
presidency,0001010010011
insect,0001010010100
recession,0001010010101
playoff,0001010100100
rape,0001010100101
trading,0001010100110
islam,0001010100111
boyfriend,0001010110010
confusion,0001010110011
mess,0001011000010
clue,0001011000011
courage,0001011001010
hallway,0001011001011
indication,0001011010110
anniversary,0001011010111
allegation,0001100010100
combat,0001100010101
developer,0001100010110
legend,0001100010111
sculpture,0001100011000
inspector,0001100011001
northwest,0001100011100
logic,0001100011101
domain,0001100011110
bishop,0001100011111
candy,0001100100110
log,0001100100111
hostage,0001100111000
closet,0001100111001
organ,0001101000100
compound,0001101000101
slope,0001101101000
pill,0001101101001
elbow,0001101101010
snake,0001101101011
surgeon,0001101101110
ideology,0001101101111
unemployment,0001110001010
integrity,0001110001011
diagnosis,0001110011010
architecture,0001110011011
civilization,0001110011100
drinking,0001110011101
midnight,0001111000000
beef,0001111000001
trunk,0001111000110
curve,0001111000111
essence,0001111100100
t-shirt,0001111100101
van,0010000101000
duck,0010000101001
lens,0010001000000
pig,0010001000001
sandwich,0010001001000
dose,0010001001001
cloth,0010001001100
herb,0010001001101
lecture,0010001001110
weakness,0010001001111
cave,0010001101000
humanity,0010001101001
bacteria,0010001101100
nail,0010001101101
airplane,0010001101110
wrist,0010001101111
suburb,0010001110110
vitamin,0010001110111
bay,0010010101100
curtain,0010010101101
southwest,0010010110010
ownership,0010010110011
rat,0010010110100
fraud,0010010110101
array,0010011000100
skirt,0010011000101
monster,0010011000110
excitement,0010011000111
astronomer,0010011011000
companion,0010011011001
amendment,0010011100100
inspection,0010011100101
forehead,0010011101000
pen,0010011101001
innovation,0010011111100
database,0010011111101
doctrine,0010100000110
obstacle,0010100000111
carbohydrate,0010100011100
supervisor,0010100011101
olympics,0010100011110
sweat,0010100011111
crystal,0010100100100
motive,0010100100101
mud,0010100101110
rumor,0010100101111
limb,0010100111110
arena,0010100111111
sodium,0010101010000
prediction,0010101010001
basement,0010101011000
adoption,0010101011001
trait,0010101011100
towel,0010101011101
warrior,0010101011110
pond,0010101011111
infrastructure,0010110001010
temple,0010110001011
particle,0010111010000
privilege,0010111010001
wilderness,0010111010110
doorway,0010111010111
radiation,0010111011010
format,0010111011011
disk,0010111101000
nightmare,0010111101001
theology,0011000001100
announcement,0011000001101
freshman,0011000011110
walking,0011000011111
pad,0011000101110
transmission,0011000101111
possession,0011001000110
cattle,0011001000111
colony,0011001100100
complexity,0011001100101
horn,0011001100110
unity,0011001100111
railroad,0011010100100
canvas,0011010100101
belly,0011010101000
festival,0011010101001
rhetoric,0011010101010
separation,0011010101011
turkey,0011010111000
currency,0011010111001
guilt,0011010111010
fork,0011010111011
feedback,0011011000010
replacement,0011011000011
fist,0011011001000
grip,0011011001001
guitar,0011011001100
mandate,0011011001101
bat,0011011011010
engagement,0011011011011
uncertainty,0011011110000
sidewalk,0011011110001
dancer,0011011110100
portfolio,0011011110101
pension,0011011110110
thumb,0011011110111
landing,0011011111110
grace,0011011111111
contractor,0011100010010
alarm,0011100010011
beam,0011100111000
shuttle,0011100111001
southeast,0011100111010
chin,0011100111011
indicator,0011110010000
lobby,0011110010001
elevator,0011110010100
rebel,0011110010101
prize,0011110110000
republic,0011110110001
corruption,0011110111000
compensation,0011110111001
spouse,0011110111100
juror,0011110111101
starter,0011111000110
counterpart,0011111000111
fluid,0011111100110
metaphor,0011111100111
rider,0011111110100
liberty,0011111110101
detective,0100000000010
noon,0100000000011
transaction,0100000010110
promotion,0100000010111
pickup,0100000011000
guidance,0100000011001
ankle,0100000100010
bias,0100000100011
needle,0100000101100
equation,0100000101101
enthusiasm,0100000101110
wildlife,0100000101111
prevention,0100011000100
doll,0100011000101
signature,0100011000110
sunlight,0100011000111
shame,0100011001000
timing,0100011001001
acquisition,0100011001110
traveler,0100011001111
exit,0100011011110
opera,0100011011111
residence,0100011110000
accounting,0100011110001
chaos,0100100001000
exploration,0100100001001
lamp,0100100011000
attraction,0100100011001
equity,0100100011010
entity,0100100011011
realm,0100101000000
pastor,0100101000001
envelope,0100101100100
clerk,0100101100101
donor,0100101100110
gym,0100101100111
jazz,0100101101010
processing,0100101101011
expertise,0100101110100
sum,0100101110101
spectrum,0100101111100
candle,0100101111101
laser,0100110010010
oxygen,0100110010011
businessman,0100110011000
suspicion,0100110011001
reporting,0100110011110
determination,0100110011111
therapist,0100111101100
bath,0100111101101
nominee,0100111111100
alien,0100111111101
pit,0100111111110
pizza,0100111111111
silk,0101000010000
recipient,0101000010001
pillow,0101000010100
banking,0101000010101
starting,0101001000000
magnitude,0101001000001
inventory,0101001010000
photography,0101001010001
dynamics,0101001011100
diabetes,0101001011101
necessity,0101001100000
pursuit,0101001100001
poster,0101001100010
eating,0101001100011
servant,0101001100110
statue,0101001100111
reliability,0101010001010
output,0101010001011
destination,0101010100000
happiness,0101010100001
sword,0101010100100
addition,0101010100101
racism,0101010110100
parade,0101010110101
departure,0101011000100
input,0101011000101
gravity,0101011000110
fool,0101011000111
angel,0101100000110
stadium,0101100000111
collector,0101100010100
suffering,0101100010101
bid,0101100011000
touchdown,0101100011001
hardware,0101100011100
hint,0101100011101
ruling,0101100100000
import,0101100100001
accuracy,0101100101100
toilet,0101100101101
